counseling_authority,college_name,type,exam,minority,university,quota,course,category,round,cutoff,year,seat,fee
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Endodontics,General,round 2,705,2024,03,"6,21,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Endodontics,General,round 3,21582,2024,03,"6,21,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Endodontics,General,round 4,27225,2024,03,"6,21,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Prosthodontics,Jain Minority,round 1,39869,2024,02,"4,95,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Prosthodontics,Jain Minority,round 2,25840,2024,02,"4,95,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Prosthodontics,Jain Minority,round 3,113,2024,02,"4,95,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Prosthodontics,Jain Minority,round 4,37313,2024,02,"4,95,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Prosthodontics,General,round 1,26057,2024,03,"4,95,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Prosthodontics,General,round 2,35743,2024,03,"4,95,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Prosthodontics,General,round 3,27646,2024,03,"4,95,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Prosthodontics,General,round 4,3790,2024,03,"4,95,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Periodontics,Jain Minority,round 1,2498,2024,03,"2,97,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Periodontics,Jain Minority,round 2,14196,2024,03,"2,97,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Periodontics,Jain Minority,round 3,32344,2024,03,"2,97,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Periodontics,Jain Minority,round 4,19655,2024,03,"2,97,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Periodontics,General,round 1,5398,2024,02,"2,97,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Periodontics,General,round 2,21851,2024,02,"2,97,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Periodontics,General,round 3,224,2024,02,"2,97,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Periodontics,General,round 4,16106,2024,02,"2,97,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Orthodontics,Jain Minority,round 1,25105,2024,02,"5,94,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Orthodontics,Jain Minority,round 2,16238,2024,02,"5,94,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Orthodontics,Jain Minority,round 3,15299,2024,02,"5,94,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Orthodontics,Jain Minority,round 4,32278,2024,02,"5,94,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Orthodontics,General,round 1,8821,2024,03,"5,94,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Orthodontics,General,round 2,22707,2024,03,"5,94,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Orthodontics,General,round 3,824,2024,03,"5,94,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Orthodontics,General,round 4,18823,2024,03,"5,94,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Oral Surgery,Jain Minority,round 1,11961,2024,02,"6,21,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Oral Surgery,Jain Minority,round 2,21946,2024,02,"6,21,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Oral Surgery,Jain Minority,round 3,39327,2024,02,"6,21,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Oral Surgery,Jain Minority,round 4,20790,2024,02,"6,21,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Oral Surgery,General,round 1,11976,2024,03,"6,21,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Oral Surgery,General,round 2,18058,2024,03,"6,21,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Oral Surgery,General,round 3,2913,2024,03,"6,21,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Oral Surgery,General,round 4,27686,2024,03,"6,21,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Pedodontics,Jain Minority,round 1,26879,2024,02,"3,33,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Pedodontics,Jain Minority,round 2,28650,2024,02,"3,33,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Pedodontics,Jain Minority,round 3,29273,2024,02,"3,33,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Pedodontics,Jain Minority,round 4,39645,2024,02,"3,33,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Pedodontics,General,round 1,26540,2024,03,"3,33,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Pedodontics,General,round 2,9178,2024,03,"3,33,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Pedodontics,General,round 3,14287,2024,03,"3,33,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Pedodontics,General,round 4,28766,2024,03,"3,33,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Oral Medicine & Radiology,Jain Minority,round 1,32651,2024,03,"1,98,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Oral Medicine & Radiology,Jain Minority,round 2,26679,2024,03,"1,98,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Oral Medicine & Radiology,Jain Minority,round 3,24427,2024,03,"1,98,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Oral Medicine & Radiology,Jain Minority,round 4,6114,2024,03,"1,98,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Oral Medicine & Radiology,General,round 1,9908,2024,02,"1,98,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Oral Medicine & Radiology,General,round 2,34370,2024,02,"1,98,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Oral Medicine & Radiology,General,round 3,33236,2024,02,"1,98,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Oral Medicine & Radiology,General,round 4,26347,2024,02,"1,98,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Oral Pathology,Jain Minority,round 1,38080,2024,03,"1,98,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Oral Pathology,Jain Minority,round 2,29561,2024,03,"1,98,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Oral Pathology,Jain Minority,round 3,21312,2024,03,"1,98,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Oral Pathology,Jain Minority,round 4,34534,2024,03,"1,98,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Oral Pathology,General,round 1,6757,2024,02,"1,98,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Oral Pathology,General,round 2,34626,2024,02,"1,98,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Oral Pathology,General,round 3,33464,2024,02,"1,98,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Oral Pathology,General,round 4,34568,2024,02,"1,98,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Public Health,Jain Minority,round 1,28704,2024,03,"1,98,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Public Health,Jain Minority,round 2,32285,2024,03,"1,98,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Public Health,Jain Minority,round 3,37918,2024,03,"1,98,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Public Health,Jain Minority,round 4,19556,2024,03,"1,98,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Public Health,General,round 1,26612,2024,02,"1,98,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Public Health,General,round 2,25640,2024,02,"1,98,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Public Health,General,round 3,26397,2024,02,"1,98,000/-"
Uttar Pradesh,"Teerthankar Mahaveer Dental College, Mordabad",,NEET-MDS,Jain,ABVMU,Minority,MDS - Public Health,General,round 4,32750,2024,02,"1,98,000/-"
Uttar Pradesh,"Sharda Dental College, Greater Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 1,14785,2024,03,769400
Uttar Pradesh,"Sharda Dental College, Greater Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 2,24550,2024,03,769400
Uttar Pradesh,"Sharda Dental College, Greater Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 3,32374,2024,03,769400
Uttar Pradesh,"Sharda Dental College, Greater Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 4,33515,2024,03,769400
Uttar Pradesh,"Sharda Dental College, Greater Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 1,36090,2024,03,769400
Uttar Pradesh,"Sharda Dental College, Greater Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 2,39631,2024,03,769400
Uttar Pradesh,"Sharda Dental College, Greater Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 3,25217,2024,03,769400
Uttar Pradesh,"Sharda Dental College, Greater Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 4,36623,2024,03,769400
Uttar Pradesh,"Sharda Dental College, Greater Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Surgery,General,round 1,31530,2024,03,769400
Uttar Pradesh,"Sharda Dental College, Greater Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Surgery,General,round 2,21508,2024,03,769400
Uttar Pradesh,"Sharda Dental College, Greater Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Surgery,General,round 3,18989,2024,03,769400
Uttar Pradesh,"Sharda Dental College, Greater Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Surgery,General,round 4,11618,2024,03,769400
Uttar Pradesh,"Sharda Dental College, Greater Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Prosthodontics,General,round 1,9869,2024,03,769400
Uttar Pradesh,"Sharda Dental College, Greater Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Prosthodontics,General,round 2,7269,2024,03,769400
Uttar Pradesh,"Sharda Dental College, Greater Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Prosthodontics,General,round 3,8054,2024,03,769400
Uttar Pradesh,"Sharda Dental College, Greater Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Prosthodontics,General,round 4,4812,2024,03,769400
Uttar Pradesh,"Sharda Dental College, Greater Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Pedodontics,General,round 1,19987,2024,03,400000
Uttar Pradesh,"Sharda Dental College, Greater Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Pedodontics,General,round 2,35844,2024,03,400000
Uttar Pradesh,"Sharda Dental College, Greater Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Pedodontics,General,round 3,7519,2024,03,400000
Uttar Pradesh,"Sharda Dental College, Greater Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Pedodontics,General,round 4,8985,2024,03,400000
Uttar Pradesh,"Sharda Dental College, Greater Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Periodontics,General,round 1,16756,2024,03,400000
Uttar Pradesh,"Sharda Dental College, Greater Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Periodontics,General,round 2,26248,2024,03,400000
Uttar Pradesh,"Sharda Dental College, Greater Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Periodontics,General,round 3,18347,2024,03,400000
Uttar Pradesh,"Sharda Dental College, Greater Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Periodontics,General,round 4,9714,2024,03,400000
Uttar Pradesh,"Sharda Dental College, Greater Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Medicine & Radiology,General,round 1,3011,2024,0,0
Uttar Pradesh,"Sharda Dental College, Greater Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Medicine & Radiology,General,round 2,39700,2024,0,0
Uttar Pradesh,"Sharda Dental College, Greater Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Medicine & Radiology,General,round 3,36837,2024,0,0
Uttar Pradesh,"Sharda Dental College, Greater Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Medicine & Radiology,General,round 4,9517,2024,0,0
Uttar Pradesh,"Sharda Dental College, Greater Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Pathology,General,round 1,20340,2024,03,150000
Uttar Pradesh,"Sharda Dental College, Greater Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Pathology,General,round 2,25074,2024,03,150000
Uttar Pradesh,"Sharda Dental College, Greater Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Pathology,General,round 3,36115,2024,03,150000
Uttar Pradesh,"Sharda Dental College, Greater Noida",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Pathology,General,round 4,9641,2024,03,150000
Uttar Pradesh,"Chandra Dental College, Barabanki",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 1,3636,2024,05,542100
Uttar Pradesh,"Chandra Dental College, Barabanki",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 2,22675,2024,05,542100
Uttar Pradesh,"Chandra Dental College, Barabanki",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 3,3810,2024,05,542100
Uttar Pradesh,"Chandra Dental College, Barabanki",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 4,1372,2024,05,542100
Uttar Pradesh,"Chandra Dental College, Barabanki",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 1,4547,2024,04,542100
Uttar Pradesh,"Chandra Dental College, Barabanki",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 2,38162,2024,04,542100
Uttar Pradesh,"Chandra Dental College, Barabanki",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 3,30791,2024,04,542100
Uttar Pradesh,"Chandra Dental College, Barabanki",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 4,18183,2024,04,542100
Uttar Pradesh,"Chandra Dental College, Barabanki",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Surgery,General,round 1,33565,2024,05,542100
Uttar Pradesh,"Chandra Dental College, Barabanki",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Surgery,General,round 2,14842,2024,05,542100
Uttar Pradesh,"Chandra Dental College, Barabanki",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Surgery,General,round 3,13333,2024,05,542100
Uttar Pradesh,"Chandra Dental College, Barabanki",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Surgery,General,round 4,37088,2024,05,542100
Uttar Pradesh,"Chandra Dental College, Barabanki",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Prosthodontics,General,round 1,10159,2024,05,542100
Uttar Pradesh,"Chandra Dental College, Barabanki",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Prosthodontics,General,round 2,37901,2024,05,542100
Uttar Pradesh,"Chandra Dental College, Barabanki",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Prosthodontics,General,round 3,2855,2024,05,542100
Uttar Pradesh,"Chandra Dental College, Barabanki",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Prosthodontics,General,round 4,7903,2024,05,542100
Uttar Pradesh,"Chandra Dental College, Barabanki",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Pedodontics,General,round 1,33999,2024,02,542100
Uttar Pradesh,"Chandra Dental College, Barabanki",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Pedodontics,General,round 2,27716,2024,02,542100
Uttar Pradesh,"Chandra Dental College, Barabanki",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Pedodontics,General,round 3,27890,2024,02,542100
Uttar Pradesh,"Chandra Dental College, Barabanki",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Pedodontics,General,round 4,11819,2024,02,542100
Uttar Pradesh,"Chandra Dental College, Barabanki",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Periodontics,General,round 1,38710,2024,02,542100
Uttar Pradesh,"Chandra Dental College, Barabanki",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Periodontics,General,round 2,32349,2024,02,542100
Uttar Pradesh,"Chandra Dental College, Barabanki",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Periodontics,General,round 3,6400,2024,02,542100
Uttar Pradesh,"Chandra Dental College, Barabanki",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Periodontics,General,round 4,1112,2024,02,542100
